Date,Open,High,Low,Close,Adj Close,Volume
9/11/2017,622.312012,670.135986,619.257996,654.302979,654.302979,710387008
10/11/2017,651.775024,1034.77002,651.775024,1007.419983,1007.419983,5195420160
11/11/2017,1001.640015,1403.660034,910.721985,1340.449951,1340.449951,5139769856
12/11/2017,1346.969971,2477.649902,1215.579956,1388.859985,1388.859985,8371319808
13/11/2017,1381.819946,1501.160034,1043,1353.98999,1353.98999,4850570240
14/11/2017,1346.72998,1390.209961,1211.390015,1273.530029,1273.530029,1697910016
15/11/2017,1269.790039,1326.390015,1191.97998,1212.400024,1212.400024,1321779968
16/11/2017,1202.170044,1210.359985,876.570984,900.776001,900.776001,2034690048
17/11/2017,909.15802,1217.420044,863.979004,1185.47998,1185.47998,3203429888
18/11/2017,1197.430054,1388.109985,1197.430054,1254.530029,1254.530029,3053769984
19/11/2017,1260.949951,1262.339966,1144.079956,1172.050049,1172.050049,1285910016
20/11/2017,1172.430054,1236.01001,1167.280029,1236.01001,1236.01001,800052992
21/11/2017,1220.780029,1224.150024,1140.880005,1176.969971,1176.969971,772859008
22/11/2017,1175.060059,1335.25,1171.599976,1303.310059,1303.310059,1517619968
23/11/2017,1302.22998,1683.810059,1299.949951,1683.810059,1683.810059,4112090112
24/11/2017,1651.859985,1782.829956,1575.76001,1648.51001,1648.51001,3128960000
25/11/2017,1634,1656.550049,1535.77002,1571.27002,1571.27002,1560039936
26/11/2017,1571.390015,1758.609985,1563.349976,1735.660034,1735.660034,1593049984
27/11/2017,1722.930054,1742.400024,1607.790039,1622.569946,1622.569946,1391459968
28/11/2017,1621.170044,1629.47998,1543.079956,1546.180054,1546.180054,1274880000
29/11/2017,1541.630005,1673.22998,1332.140015,1359.709961,1359.709961,2345250048
30/11/2017,1380.359985,1468.75,1222.099976,1389.780029,1389.780029,1211730048
1/12/2017,1381.810059,1482.680054,1300.459961,1462.680054,1462.680054,965150976
2/12/2017,1462.060059,1502.369995,1415.48999,1434.97998,1434.97998,574510016
3/12/2017,1435.359985,1649.300049,1420.599976,1559.930054,1559.930054,1476739968
4/12/2017,1560.160034,1580.109985,1498.97998,1576.920044,1576.920044,780633984
5/12/2017,1580.160034,1623.160034,1498,1501.849976,1501.849976,1032800000
6/12/2017,1498.48999,1530.650024,1396.160034,1430.099976,1430.099976,1154620032
7/12/2017,1430.709961,1454.72998,1323.75,1330.930054,1330.930054,1285209984
8/12/2017,1329.160034,1731.319946,1247.930054,1464.130005,1464.130005,2553979904
9/12/2017,1464.630005,1526.400024,1353.900024,1410.060059,1410.060059,1059609984
10/12/2017,1411.839966,1411.839966,1226.209961,1323.069946,1323.069946,885886016
11/12/2017,1320,1453.48999,1316.849976,1423.380005,1423.380005,922792000
12/12/2017,1427.380005,1638.290039,1427.380005,1615.030029,1615.030029,1386249984
13/12/2017,1616.98999,1702.530029,1497.939941,1607.650024,1607.650024,1245190016
14/12/2017,1600.670044,2080.409912,1593.150024,1966.140015,1966.140015,2717410048
15/12/2017,1974.660034,1974.660034,1678.060059,1815.430054,1815.430054,1457229952
16/12/2017,1824.849976,1890.060059,1769.5,1801.880005,1801.880005,971254976
17/12/2017,1812.329956,1939.930054,1806.650024,1862.880005,1862.880005,1020590016
18/12/2017,1869.209961,2353.639893,1799.119995,2196.639893,2196.639893,2538650112
19/12/2017,2199.060059,2918.929932,2160.919922,2805.889893,2805.889893,3913339904
20/12/2017,2825.030029,4355.620117,2825.030029,3923.070068,3923.070068,11889600512
21/12/2017,3909,3909,3038.01001,3267.169922,3267.169922,3664329984
22/12/2017,3324,3369.550049,1938.359985,2696.689941,2696.689941,3877769984
23/12/2017,2746.949951,3479.709961,2684.820068,3257.080078,3257.080078,2843310080
24/12/2017,3260.550049,3260.550049,2573.439941,2903.120117,2903.120117,1712160000
25/12/2017,2929.350098,3099.620117,2755.600098,2954.689941,2954.689941,1355440000
26/12/2017,2947.73999,3112.639893,2915.800049,3108.889893,3108.889893,1544429952
27/12/2017,3108.320068,3108.320068,2771.050049,2889.52002,2889.52002,1406450048
28/12/2017,2888.639893,2896.780029,2481.300049,2566.639893,2566.639893,3221299968
29/12/2017,2587.300049,2922.409912,2389.040039,2779.949951,2779.949951,2479419904
30/12/2017,2791.550049,2791.550049,2329.469971,2392.409912,2392.409912,1257760000
31/12/2017,2376.959961,2627.949951,2350.030029,2533.01001,2533.01001,1300819968
1/01/2018,2534.820068,2534.860107,2389.52002,2432.540039,2432.540039,922812992
2/01/2018,2434.5,2867.139893,2434.5,2711,2711,1831229952
3/01/2018,2700.550049,2958.469971,2592.560059,2608.689941,2608.689941,4688840192
4/01/2018,2608.870117,2610.199951,2359.300049,2430.179932,2430.179932,5377260032
5/01/2018,2400.73999,2648.320068,2370.590088,2584.47998,2584.47998,2115709952
6/01/2018,2583.709961,2829.689941,2481.360107,2786.649902,2786.649902,1669159936
7/01/2018,2784.679932,3071.159912,2730.310059,2786.879883,2786.879883,1444780032
8/01/2018,2786.600098,2810.320068,2275.070068,2421.469971,2421.469971,1428899968
9/01/2018,2412.360107,2502.870117,2346.679932,2391.560059,2391.560059,1084749952
10/01/2018,2390.02002,2961.199951,2332.47998,2895.379883,2895.379883,2578810112
11/01/2018,2891.550049,2976.48999,2396.840088,2462.610107,2462.610107,1947949952
12/01/2018,2475.899902,2648.22998,2413.330078,2620.98999,2620.98999,1110220032
13/01/2018,2617.659912,2850.27002,2589.030029,2685.290039,2685.290039,1218569984
14/01/2018,2687.100098,2746.610107,2490.040039,2553.320068,2553.320068,993310016
15/01/2018,2541.580078,2576.129883,2328.310059,2401.540039,2401.540039,1412359936
16/01/2018,2406.860107,2406.860107,1555.969971,1772.069946,1772.069946,1704029952
17/01/2018,1767.579956,1875.079956,1361.02002,1748.050049,1748.050049,1457730048
18/01/2018,1752.27002,1893.469971,1696.25,1756.75,1756.75,1024060032
19/01/2018,1740.170044,1870.780029,1723.869995,1769.619995,1769.619995,743246976
20/01/2018,1784.26001,2124.449951,1780.449951,2032.119995,2032.119995,1116240000
21/01/2018,2033.699951,2033.699951,1733.98999,1776.640015,1776.640015,745179008
22/01/2018,1794.459961,1815.420044,1525.5,1621.920044,1621.920044,681350016
23/01/2018,1623.140015,1700.339966,1504.719971,1621.459961,1621.459961,578984000
24/01/2018,1622.150024,1703.339966,1575.420044,1639.130005,1639.130005,488160992
25/01/2018,1661.040039,1707.699951,1611.040039,1642.119995,1642.119995,522193984
26/01/2018,1637.189941,1678.630005,1500.369995,1603.900024,1603.900024,594667008
27/01/2018,1602.5,1665.810059,1567.780029,1628.630005,1628.630005,441742016
28/01/2018,1636.410034,1762.339966,1636.410034,1746.25,1746.25,580544000
29/01/2018,1745.359985,1763.23999,1638.329956,1657.140015,1657.140015,362212992
30/01/2018,1657.689941,1662.069946,1468.170044,1470.550049,1470.550049,649822976
31/01/2018,1470.73999,1522.869995,1406.25,1486.890015,1486.890015,729209024
1/02/2018,1491.119995,1503.300049,1214.880005,1274.349976,1274.349976,678019968
2/02/2018,1272.5,1272.5,980.776001,1191.140015,1191.140015,896665984
3/02/2018,1194.22998,1314.430054,1072.829956,1272.5,1272.5,453100992
4/02/2018,1273.170044,1286.97998,1101.310059,1165.380005,1165.380005,656033984
5/02/2018,1159.890015,1172.699951,839.952026,887.413025,887.413025,568116992
6/02/2018,890.966003,978.911987,764.018005,974.525024,974.525024,777420032
7/02/2018,971.075989,1040.48999,902.492981,957.960022,957.960022,866222016
8/02/2018,951.567017,1345.199951,951.567017,1284.560059,1284.560059,2203709952
9/02/2018,1273.869995,1342.410034,1206.390015,1312.109985,1312.109985,1133760000
10/02/2018,1311.98999,1394.810059,1215.719971,1257.310059,1257.310059,734606016
11/02/2018,1255.589966,1306.199951,1197.869995,1217.640015,1217.640015,651555008
12/02/2018,1222.430054,1302.660034,1222.430054,1283.910034,1283.910034,466212992
13/02/2018,1285.22998,1289.420044,1205.72998,1231.97998,1231.97998,442663008
14/02/2018,1229.180054,1384.060059,1229.180054,1362.27002,1362.27002,629852032
15/02/2018,1358.650024,1400.709961,1330.180054,1375.810059,1375.810059,502454016
16/02/2018,1373.160034,1558.660034,1369.680054,1552.199951,1552.199951,961009984
17/02/2018,1548.47998,1568.640015,1517.140015,1551.390015,1551.390015,641718976
18/02/2018,1552.099976,1641.400024,1428.48999,1487.459961,1487.459961,907873024
19/02/2018,1483.339966,1553.810059,1483.339966,1534.77002,1534.77002,578905984
20/02/2018,1543.27002,1569.030029,1414.349976,1418.72998,1418.72998,820947008
21/02/2018,1412.849976,1423.939941,1293.469971,1308.459961,1308.459961,575353984
22/02/2018,1304.660034,1350.339966,1194.050049,1219.48999,1219.48999,475079008
23/02/2018,1217.359985,1319.329956,1161.420044,1270.709961,1270.709961,492542016
24/02/2018,1266.560059,1309.380005,1149.47998,1193.27002,1193.27002,413263008
25/02/2018,1191.349976,1210.199951,1143.069946,1178.099976,1178.099976,362664992
26/02/2018,1177.579956,1274.859985,1149.439941,1250.560059,1250.560059,460182016
27/02/2018,1255.449951,1297.689941,1231.98999,1246.660034,1246.660034,420912000
28/02/2018,1243.26001,1275.660034,1204.160034,1204.160034,1204.160034,375300992
1/03/2018,1204.839966,1303.449951,1195.030029,1291.920044,1291.920044,482240000
2/03/2018,1284.949951,1303.660034,1255.369995,1275.180054,1275.180054,421497984
3/03/2018,1274.670044,1302.800049,1257.76001,1270.380005,1270.380005,371664000
